Дата,Значение,year,month,dayofmonth,quarter,dayofyear,weekofyear,dayofweek,is_holiday,is_prev_holiday,is_next_holiday
2014-12-21,61.55,2014,12,21,4,355,51,6,0,0,0
2014-12-22,60.13,2014,12,22,4,356,52,0,0,0,0
2014-12-23,61.55,2014,12,23,4,357,52,1,0,0,0
2014-12-24,60.15,2014,12,24,4,358,52,2,0,1,0
2014-12-26,59.52,2014,12,26,4,360,52,4,0,0,1
2014-12-28,59.87,2014,12,28,4,362,52,6,0,0,0
2014-12-29,57.98,2014,12,29,4,363,1,0,0,0,0
2014-12-30,57.51,2014,12,30,4,364,1,1,0,0,0
2014-12-31,57.54,2014,12,31,4,365,1,2,0,1,0
2015-01-02,56.51,2015,1,2,1,2,1,4,0,0,1
2015-01-04,55.8,2015,1,4,1,4,1,6,0,0,0
2015-01-05,53.15,2015,1,5,1,5,2,0,0,0,0
2015-01-06,50.9,2015,1,6,1,6,2,1,0,0,0
2015-01-07,51.02,2015,1,7,1,7,2,2,0,0,0
2015-01-08,51.05,2015,1,8,1,8,2,3,0,0,0
2015-01-09,49.95,2015,1,9,1,9,2,4,0,0,0
2015-01-11,49.38,2015,1,11,1,11,2,6,0,0,0
2015-01-12,47.2,2015,1,12,1,12,3,0,0,0,0
2015-01-13,46.79,2015,1,13,1,13,3,1,0,0,0
2015-01-14,48.61,2015,1,14,1,14,3,2,0,0,0
2015-01-15,48.36,2015,1,15,1,15,3,3,0,0,0
2015-01-16,49.9,2015,1,16,1,16,3,4,0,0,0
2015-01-18,49.91,2015,1,18,1,18,3,6,0,1,0
2015-01-19,48.85,2015,1,19,1,19,4,0,1,0,0
2015-01-20,48.17,2015,1,20,1,20,4,1,0,0,1
2015-01-21,48.75,2015,1,21,1,21,4,2,0,0,0
2015-01-22,49.0,2015,1,22,1,22,4,3,0,0,0
2015-01-23,48.55,2015,1,23,1,23,4,4,0,0,0
2015-01-25,47.97,2015,1,25,1,25,4,6,0,0,0
2015-01-26,48.11,2015,1,26,1,26,5,0,0,0,0
2015-01-27,49.26,2015,1,27,1,27,5,1,0,0,0
2015-01-28,48.65,2015,1,28,1,28,5,2,0,0,0
2015-01-29,49.05,2015,1,29,1,29,5,3,0,0,0
2015-01-30,52.95,2015,1,30,1,30,5,4,0,0,0
2015-02-01,52.1,2015,2,1,1,32,5,6,0,0,0
2015-02-02,54.85,2015,2,2,1,33,6,0,0,0,0
2015-02-03,58.02,2015,2,3,1,34,6,1,0,0,0
2015-02-04,55.47,2015,2,4,1,35,6,2,0,0,0
2015-02-05,57.87,2015,2,5,1,36,6,3,0,0,0
2015-02-06,59.09,2015,2,6,1,37,6,4,0,0,0
2015-02-08,58.6,2015,2,8,1,39,6,6,0,0,0
2015-02-09,58.83,2015,2,9,1,40,7,0,0,0,0
2015-02-10,57.97,2015,2,10,1,41,7,1,0,0,0
2015-02-11,56.3,2015,2,11,1,42,7,2,0,0,0
2015-02-12,59.24,2015,2,12,1,43,7,3,0,0,0
2015-02-13,61.41,2015,2,13,1,44,7,4,0,0,0
2015-02-15,62.03,2015,2,15,1,46,7,6,0,1,0
2015-02-16,61.6,2015,2,16,1,47,8,0,1,0,0
2015-02-17,62.29,2015,2,17,1,48,8,1,0,0,1
2015-02-18,59.46,2015,2,18,1,49,8,2,0,0,0
2015-02-19,60.21,2015,2,19,1,50,8,3,0,0,0
2015-02-20,60.1,2015,2,20,1,51,8,4,0,0,0
2015-02-22,59.89,2015,2,22,1,53,8,6,0,0,0
2015-02-23,59.0,2015,2,23,1,54,9,0,0,0,0
2015-02-24,58.75,2015,2,24,1,55,9,1,0,0,0
2015-02-25,61.91,2015,2,25,1,56,9,2,0,0,0
2015-02-26,60.52,2015,2,26,1,57,9,3,0,0,0
2015-02-27,62.48,2015,2,27,1,58,9,4,0,0,0
2015-03-01,62.89,2015,3,1,1,60,9,6,0,0,0
2015-03-02,60.67,2015,3,2,1,61,10,0,0,0,0
2015-03-03,61.75,2015,3,3,1,62,10,1,0,0,0
2015-03-04,61.12,2015,3,4,1,63,10,2,0,0,0
2015-03-05,61.13,2015,3,5,1,64,10,3,0,0,0
2015-03-06,60.26,2015,3,6,1,65,10,4,0,0,0
2015-03-08,59.75,2015,3,8,1,67,10,6,0,0,0
2015-03-09,59.11,2015,3,9,1,68,11,0,0,0,0
2015-03-10,56.91,2015,3,10,1,69,11,1,0,0,0
2015-03-11,58.22,2015,3,11,1,70,11,2,0,0,0
2015-03-12,57.18,2015,3,12,1,71,11,3,0,0,0
2015-03-13,54.89,2015,3,13,1,72,11,4,0,0,0
2015-03-15,53.99,2015,3,15,1,74,11,6,0,0,0
2015-03-16,54.15,2015,3,16,1,75,12,0,0,0,0
2015-03-17,53.3,2015,3,17,1,76,12,1,0,0,0
2015-03-18,56.27,2015,3,18,1,77,12,2,0,0,0
2015-03-19,54.46,2015,3,19,1,78,12,3,0,0,0
2015-03-20,55.22,2015,3,20,1,79,12,4,0,0,0
2015-03-22,54.7,2015,3,22,1,81,12,6,0,0,0
2015-03-23,55.89,2015,3,23,1,82,13,0,0,0,0
2015-03-24,55.31,2015,3,24,1,83,13,1,0,0,0
2015-03-25,56.38,2015,3,25,1,84,13,2,0,0,0
2015-03-26,58.86,2015,3,26,1,85,13,3,0,0,0
2015-03-27,56.12,2015,3,27,1,86,13,4,0,0,0
2015-03-29,55.94,2015,3,29,1,88,13,6,0,0,0
2015-03-30,56.56,2015,3,30,1,89,14,0,0,0,0
2015-03-31,55.1,2015,3,31,1,90,14,1,0,0,0
2015-04-01,56.67,2015,4,1,2,91,14,2,0,0,0
2015-04-02,56.23,2015,4,2,2,92,14,3,0,0,0
2015-04-05,56.47,2015,4,5,2,95,14,6,0,0,0
2015-04-06,59.01,2015,4,6,2,96,15,0,0,0,0
2015-04-07,59.66,2015,4,7,2,97,15,1,0,0,0
2015-04-08,57.29,2015,4,8,2,98,15,2,0,0,0
2015-04-09,57.92,2015,4,9,2,99,15,3,0,0,0
2015-04-10,59.1,2015,4,10,2,100,15,4,0,0,0
2015-04-12,58.89,2015,4,12,2,102,15,6,0,0,0
2015-04-13,59.05,2015,4,13,2,103,16,0,0,0,0
2015-04-14,60.17,2015,4,14,2,104,16,1,0,0,0
2015-04-15,62.71,2015,4,15,2,105,16,2,0,0,0
2015-04-16,63.94,2015,4,16,2,106,16,3,0,0,0
2015-04-17,63.43,2015,4,17,2,107,16,4,0,0,0
2015-04-20,64.18,2015,4,20,2,110,17,0,0,0,0
2015-04-21,63.34,2015,4,21,2,111,17,1,0,0,0
2015-04-22,61.64,2015,4,22,2,112,17,2,0,0,0
2015-04-23,62.83,2015,4,23,2,113,17,3,0,0,0
2015-04-24,64.55,2015,4,24,2,114,17,4,0,0,0
2015-04-27,65.2,2015,4,27,2,117,18,0,0,0,0
2015-04-28,64.05,2015,4,28,2,118,18,1,0,0,0
2015-04-29,64.49,2015,4,29,2,119,18,2,0,0,0
2015-04-30,65.49,2015,4,30,2,120,18,3,0,0,0
2015-05-01,66.76,2015,5,1,2,121,18,4,0,0,0
2015-05-04,67.15,2015,5,4,2,124,19,0,0,0,0
2015-05-05,67.06,2015,5,5,2,125,19,1,0,0,0
2015-05-06,68.98,2015,5,6,2,126,19,2,0,0,0
2015-05-07,67.39,2015,5,7,2,127,19,3,0,0,0
2015-05-08,66.1,2015,5,8,2,128,19,4,0,0,0
2015-05-11,66.12,2015,5,11,2,131,20,0,0,0,0
2015-05-12,65.52,2015,5,12,2,132,20,1,0,0,0
2015-05-13,67.82,2015,5,13,2,133,20,2,0,0,0
2015-05-14,67.11,2015,5,14,2,134,20,3,0,0,0
2015-05-15,66.65,2015,5,15,2,135,20,4,0,0,0
2015-05-18,66.99,2015,5,18,2,138,21,0,0,0,0
2015-05-20,64.66,2015,5,20,2,140,21,2,0,0,0
2015-05-21,65.2,2015,5,21,2,141,21,3,0,0,0
2015-05-22,66.39,2015,5,22,2,142,21,4,0,0,0
2015-05-25,65.31,2015,5,25,2,145,22,0,1,0,0
2015-05-26,65.57,2015,5,26,2,146,22,1,0,0,1
2015-05-27,63.95,2015,5,27,2,147,22,2,0,0,0
2015-05-28,62.52,2015,5,28,2,148,22,3,0,0,0
2015-05-29,63.04,2015,5,29,2,149,22,4,0,0,0
2015-06-01,65.16,2015,6,1,2,152,23,0,0,0,0
2015-06-02,64.74,2015,6,2,2,153,23,1,0,0,0
2015-06-03,65.81,2015,6,3,2,154,23,2,0,0,0
2015-06-04,64.47,2015,6,4,2,155,23,3,0,0,0
2015-06-05,62.82,2015,6,5,2,156,23,4,0,0,0
2015-06-08,63.55,2015,6,8,2,159,24,0,0,0,0
2015-06-09,63.43,2015,6,9,2,160,24,1,0,0,0
2015-06-10,65.97,2015,6,10,2,161,24,2,0,0,0
2015-06-11,66.25,2015,6,11,2,162,24,3,0,0,0
2015-06-12,65.51,2015,6,12,2,163,24,4,0,0,0
2015-06-15,64.38,2015,6,15,2,166,25,0,0,0,0
2015-06-16,64.23,2015,6,16,2,167,25,1,0,0,0
2015-06-17,63.74,2015,6,17,2,168,25,2,0,0,0
2015-06-18,63.69,2015,6,18,2,169,25,3,0,0,0
2015-06-19,64.22,2015,6,19,2,170,25,4,0,0,0
2015-06-22,63.05,2015,6,22,2,173,26,0,0,0,0
2015-06-23,63.17,2015,6,23,2,174,26,1,0,0,0
2015-06-24,64.47,2015,6,24,2,175,26,2,0,0,0
2015-06-25,63.51,2015,6,25,2,176,26,3,0,0,0
2015-06-26,63.51,2015,6,26,2,177,26,4,0,0,0
2015-06-29,62.45,2015,6,29,2,180,27,0,0,0,0
2015-06-30,62.05,2015,6,30,2,181,27,1,0,0,0
2015-07-01,63.02,2015,7,1,3,182,27,2,0,0,0
2015-07-02,62.2,2015,7,2,3,183,27,3,0,1,0
2015-07-03,62.42,2015,7,3,3,184,27,4,1,0,0
2015-07-06,60.07,2015,7,6,3,187,28,0,0,0,0
2015-07-07,57.69,2015,7,7,3,188,28,1,0,0,0
2015-07-08,57.05,2015,7,8,3,189,28,2,0,0,0
2015-07-09,58.18,2015,7,9,3,190,28,3,0,0,0
2015-07-10,59.42,2015,7,10,3,191,28,4,0,0,0
2015-07-13,57.82,2015,7,13,3,194,29,0,0,0,0
2015-07-14,57.62,2015,7,14,3,195,29,1,0,0,0
2015-07-15,58.9,2015,7,15,3,196,29,2,0,0,0
2015-07-16,57.47,2015,7,16,3,197,29,3,0,0,0
2015-07-17,57.07,2015,7,17,3,198,29,4,0,0,0
2015-07-20,56.86,2015,7,20,3,201,30,0,0,0,0
2015-07-21,56.59,2015,7,21,3,202,30,1,0,0,0
2015-07-22,56.57,2015,7,22,3,203,30,2,0,0,0
2015-07-23,56.11,2015,7,23,3,204,30,3,0,0,0
2015-07-24,55.41,2015,7,24,3,205,30,4,0,0,0
2015-07-27,54.55,2015,7,27,3,208,31,0,0,0,0
2015-07-28,53.19,2015,7,28,3,209,31,1,0,0,0
2015-07-29,53.09,2015,7,29,3,210,31,2,0,0,0
2015-07-30,53.59,2015,7,30,3,211,31,3,0,0,0
2015-07-31,53.02,2015,7,31,3,212,31,4,0,0,0
2015-08-03,51.83,2015,8,3,3,215,32,0,0,0,0
2015-08-04,49.69,2015,8,4,3,216,32,1,0,0,0
2015-08-05,50.34,2015,8,5,3,217,32,2,0,0,0
2015-08-06,49.74,2015,8,6,3,218,32,3,0,0,0
2015-08-07,49.74,2015,8,7,3,219,32,4,0,0,0
2015-08-10,49.04,2015,8,10,3,222,33,0,0,0,0
2015-08-11,50.13,2015,8,11,3,223,33,1,0,0,0
2015-08-12,49.53,2015,8,12,3,224,33,2,0,0,0
2015-08-13,50.36,2015,8,13,3,225,33,3,0,0,0
2015-08-14,49.57,2015,8,14,3,226,33,4,0,0,0
2015-08-17,48.6,2015,8,17,3,229,34,0,0,0,0
2015-08-18,48.57,2015,8,18,3,230,34,1,0,0,0
2015-08-19,48.55,2015,8,19,3,231,34,2,0,0,0
2015-08-20,46.95,2015,8,20,3,232,34,3,0,0,0
2015-08-21,46.04,2015,8,21,3,233,34,4,0,0,0
2015-08-24,44.37,2015,8,24,3,236,35,0,0,0,0
2015-08-25,43.33,2015,8,25,3,237,35,1,0,0,0
2015-08-26,43.57,2015,8,26,3,238,35,2,0,0,0
2015-08-27,44.08,2015,8,27,3,239,35,3,0,0,0
2015-08-28,47.94,2015,8,28,3,240,35,4,0,0,0
2015-08-31,49.21,2015,8,31,3,243,36,0,0,0,0
2015-09-01,52.63,2015,9,1,3,244,36,1,0,0,0
2015-09-02,48.57,2015,9,2,3,245,36,2,0,0,0
2015-09-03,50.28,2015,9,3,3,246,36,3,0,0,0
2015-09-04,50.13,2015,9,4,3,247,36,4,0,0,0
2015-09-07,49.17,2015,9,7,3,250,37,0,1,0,0
2015-09-08,47.85,2015,9,8,3,251,37,1,0,0,1
2015-09-09,49.84,2015,9,9,3,252,37,2,0,0,0
2015-09-10,47.13,2015,9,10,3,253,37,3,0,0,0
2015-09-11,49.81,2015,9,11,3,254,37,4,0,0,0
2015-09-14,48.83,2015,9,14,3,257,38,0,0,0,0
2015-09-15,47.44,2015,9,15,3,258,38,1,0,0,0
2015-09-16,47.82,2015,9,16,3,259,38,2,0,0,0
2015-09-17,49.85,2015,9,17,3,260,38,3,0,0,0
2015-09-18,49.11,2015,9,18,3,261,38,4,0,0,0
2015-09-21,47.89,2015,9,21,3,264,39,0,0,0,0
2015-09-22,48.43,2015,9,22,3,265,39,1,0,0,0
2015-09-23,48.75,2015,9,23,3,266,39,2,0,0,0
2015-09-24,47.97,2015,9,24,3,267,39,3,0,0,0
2015-09-25,48.39,2015,9,25,3,268,39,4,0,0,0
2015-09-28,48.23,2015,9,28,3,271,40,0,0,0,0
2015-09-29,47.36,2015,9,29,3,272,40,1,0,0,0
2015-09-30,47.92,2015,9,30,3,273,40,2,0,0,0
2015-10-01,48.75,2015,10,1,4,274,40,3,0,0,0
2015-10-02,48.02,2015,10,2,4,275,40,4,0,0,0
2015-10-05,48.35,2015,10,5,4,278,41,0,0,0,0
2015-10-06,49.41,2015,10,6,4,279,41,1,0,0,0
2015-10-07,52.43,2015,10,7,4,280,41,2,0,0,0
2015-10-08,51.48,2015,10,8,4,281,41,3,0,0,0
2015-10-09,53.99,2015,10,9,4,282,41,4,0,0,0
2015-10-12,53.26,2015,10,12,4,285,42,0,1,0,0
2015-10-13,50.61,2015,10,13,4,286,42,1,0,0,1
2015-10-14,49.86,2015,10,14,4,287,42,2,0,0,0
2015-10-15,49.79,2015,10,15,4,288,42,3,0,0,0
2015-10-16,50.09,2015,10,16,4,289,42,4,0,0,0
2015-10-19,50.18,2015,10,19,4,292,43,0,0,0,0
2015-10-20,48.78,2015,10,20,4,293,43,1,0,0,0
2015-10-21,48.52,2015,10,21,4,294,43,2,0,0,0
2015-10-22,48.12,2015,10,22,4,295,43,3,0,0,0
2015-10-23,48.37,2015,10,23,4,296,43,4,0,0,0
2015-10-26,48.13,2015,10,26,4,299,44,0,0,0,0
2015-10-27,47.25,2015,10,27,4,300,44,1,0,0,0
2015-10-28,46.83,2015,10,28,4,301,44,2,0,0,0
2015-10-29,48.77,2015,10,29,4,302,44,3,0,0,0
2015-10-30,48.67,2015,10,30,4,303,44,4,0,0,0
2015-11-02,49.56,2015,11,2,4,306,45,0,0,0,0
2015-11-03,48.84,2015,11,3,4,307,45,1,0,0,0
2015-11-04,50.32,2015,11,4,4,308,45,2,0,0,0
2015-11-05,48.72,2015,11,5,4,309,45,3,0,0,0
2015-11-06,48.26,2015,11,6,4,310,45,4,0,0,0
2015-11-09,47.85,2015,11,9,4,313,46,0,0,0,0
2015-11-10,47.34,2015,11,10,4,314,46,1,0,1,0
2015-11-11,47.23,2015,11,11,4,315,46,2,1,0,0
2015-11-12,46.88,2015,11,12,4,316,46,3,0,0,1
2015-11-13,45.23,2015,11,13,4,317,46,4,0,0,0
2015-11-16,44.98,2015,11,16,4,320,47,0,0,0,0
2015-11-17,44.66,2015,11,17,4,321,47,1,0,0,0
2015-11-18,43.9,2015,11,18,4,322,47,2,0,0,0
2015-11-19,44.5,2015,11,19,4,323,47,3,0,0,0
2015-11-20,44.31,2015,11,20,4,324,47,4,0,0,0
2015-11-23,44.21,2015,11,23,4,327,48,0,0,0,0
2015-11-24,44.96,2015,11,24,4,328,48,1,0,0,0
2015-11-25,46.23,2015,11,25,4,329,48,2,0,1,0
2015-11-26,46.11,2015,11,26,4,330,48,3,1,0,0
2015-11-27,45.38,2015,11,27,4,331,48,4,0,0,1
2015-11-30,44.75,2015,11,30,4,334,49,0,0,0,0
2015-12-01,44.78,2015,12,1,4,335,49,1,0,0,0
2015-12-02,44.24,2015,12,2,4,336,49,2,0,0,0
2015-12-03,42.97,2015,12,3,4,337,49,3,0,0,0
2015-12-04,44.15,2015,12,4,4,338,49,4,0,0,0
2015-12-07,42.72,2015,12,7,4,341,50,0,0,0,0
2015-12-08,40.96,2015,12,8,4,342,50,1,0,0,0
2015-12-09,40.84,2015,12,9,4,343,50,2,0,0,0
2015-12-10,40.45,2015,12,10,4,344,50,3,0,0,0
2015-12-11,39.45,2015,12,11,4,345,50,4,0,0,0
2015-12-14,38.13,2015,12,14,4,348,51,0,0,0,0
2015-12-15,38.0,2015,12,15,4,349,51,1,0,0,0
2015-12-16,38.53,2015,12,16,4,350,51,2,0,0,0
2015-12-17,37.13,2015,12,17,4,351,51,3,0,0,0
2015-12-18,37.14,2015,12,18,4,352,51,4,0,0,0
2015-12-21,36.22,2015,12,21,4,355,52,0,0,0,0
2015-12-22,36.59,2015,12,22,4,356,52,1,0,0,0
2015-12-23,36.47,2015,12,23,4,357,52,2,0,0,0
2015-12-24,37.56,2015,12,24,4,358,52,3,0,1,0
2015-12-28,37.75,2015,12,28,4,362,53,0,0,0,0
2015-12-29,36.66,2015,12,29,4,363,53,1,0,0,0
2015-12-30,37.36,2015,12,30,4,364,53,2,0,0,0
2015-12-31,36.56,2015,12,31,4,365,53,3,0,1,0
2016-01-04,38.18,2016,1,4,1,4,1,0,0,0,0
2016-01-05,37.48,2016,1,5,1,5,1,1,0,0,0
2016-01-06,36.44,2016,1,6,1,6,1,2,0,0,0
2016-01-07,33.43,2016,1,7,1,7,1,3,0,0,0
2016-01-08,34.38,2016,1,8,1,8,1,4,0,0,0
2016-01-11,32.74,2016,1,11,1,11,2,0,0,0,0
2016-01-12,31.14,2016,1,12,1,12,2,1,0,0,0
2016-01-13,31.12,2016,1,13,1,13,2,2,0,0,0
2016-01-14,30.01,2016,1,14,1,14,2,3,0,0,0
2016-01-15,30.53,2016,1,15,1,15,2,4,0,0,0
2016-01-18,28.62,2016,1,18,1,18,3,0,1,0,0
2016-01-19,29.0,2016,1,19,1,19,3,1,0,0,1
2016-01-20,28.23,2016,1,20,1,20,3,2,0,0,0
2016-01-21,27.85,2016,1,21,1,21,3,3,0,0,0
2016-01-22,29.75,2016,1,22,1,22,3,4,0,0,0
2016-01-26,29.8,2016,1,26,1,26,4,1,0,0,0
2016-01-27,31.66,2016,1,27,1,27,4,2,0,0,0
2016-01-28,32.93,2016,1,28,1,28,4,3,0,0,0
2016-01-29,34.42,2016,1,29,1,29,4,4,0,0,0
2016-02-01,35.37,2016,2,1,1,32,5,0,0,0,0
2016-02-02,33.57,2016,2,2,1,33,5,1,0,0,0
2016-02-03,32.54,2016,2,3,1,34,5,2,0,0,0
2016-02-04,35.25,2016,2,4,1,35,5,3,0,0,0
2016-02-05,34.36,2016,2,5,1,36,5,4,0,0,0
2016-02-08,34.41,2016,2,8,1,39,6,0,0,0,0
2016-02-09,32.92,2016,2,9,1,40,6,1,0,0,0
2016-02-10,31.09,2016,2,10,1,41,6,2,0,0,0
2016-02-11,30.69,2016,2,11,1,42,6,3,0,0,0
2016-02-12,31.67,2016,2,12,1,43,6,4,0,0,0
2016-02-15,33.18,2016,2,15,1,46,7,0,1,0,0
2016-02-16,34.71,2016,2,16,1,47,7,1,0,0,1
2016-02-17,32.49,2016,2,17,1,48,7,2,0,0,0
2016-02-18,35.11,2016,2,18,1,49,7,3,0,0,0
2016-02-19,34.05,2016,2,19,1,50,7,4,0,0,0
2016-02-22,33.52,2016,2,22,1,53,8,0,0,0,0
2016-02-23,34.05,2016,2,23,1,54,8,1,0,0,0
2016-02-24,32.84,2016,2,24,1,55,8,2,0,0,0
2016-02-25,34.27,2016,2,25,1,56,8,3,0,0,0
2016-02-26,35.12,2016,2,26,1,57,8,4,0,0,0
2016-02-29,35.82,2016,2,29,1,60,9,0,0,0,0
2016-03-01,36.55,2016,3,1,1,61,9,1,0,0,0
2016-03-02,36.64,2016,3,2,1,62,9,2,0,0,0
2016-03-03,37.04,2016,3,3,1,63,9,3,0,0,0
2016-03-04,37.27,2016,3,4,1,64,9,4,0,0,0
2016-03-07,39.42,2016,3,7,1,67,10,0,0,0,0
2016-03-08,40.35,2016,3,8,1,68,10,1,0,0,0
2016-03-09,39.8,2016,3,9,1,69,10,2,0,0,0
2016-03-10,40.89,2016,3,10,1,70,10,3,0,0,0
2016-03-11,40.78,2016,3,11,1,71,10,4,0,0,0
2016-03-14,40.47,2016,3,14,1,74,11,0,0,0,0
2016-03-15,39.21,2016,3,15,1,75,11,1,0,0,0
2016-03-16,39.07,2016,3,16,1,76,11,2,0,0,0
2016-03-17,40.66,2016,3,17,1,77,11,3,0,0,0
2016-03-18,41.5,2016,3,18,1,78,11,4,0,0,0
2016-03-21,40.91,2016,3,21,1,81,12,0,0,0,0
2016-03-22,41.67,2016,3,22,1,82,12,1,0,0,0
2016-03-23,41.36,2016,3,23,1,83,12,2,0,0,0
2016-03-24,40.46,2016,3,24,1,84,12,3,0,0,0
2016-03-28,41.36,2016,3,28,1,88,13,0,0,0,0
2016-03-29,40.57,2016,3,29,1,89,13,1,0,0,0
2016-03-30,40.07,2016,3,30,1,90,13,2,0,0,0
2016-03-31,39.61,2016,3,31,1,91,13,3,0,0,0
2016-04-01,39.85,2016,4,1,2,92,13,4,0,0,0
2016-04-04,38.32,2016,4,4,2,95,14,0,0,0,0
2016-04-05,37.52,2016,4,5,2,96,14,1,0,0,0
2016-04-06,38.59,2016,4,6,2,97,14,2,0,0,0
2016-04-07,40.21,2016,4,7,2,98,14,3,0,0,0
2016-04-08,40.12,2016,4,8,2,99,14,4,0,0,0
2016-04-11,42.09,2016,4,11,2,102,15,0,0,0,0
2016-04-12,42.69,2016,4,12,2,103,15,1,0,0,0
2016-04-13,44.38,2016,4,13,2,104,15,2,0,0,0
2016-04-14,43.62,2016,4,14,2,105,15,3,0,0,0
2016-04-15,43.91,2016,4,15,2,106,15,4,0,0,0
2016-04-18,41.34,2016,4,18,2,109,16,0,0,0,0
2016-04-19,42.74,2016,4,19,2,110,16,1,0,0,0
2016-04-20,42.95,2016,4,20,2,111,16,2,0,0,0
2016-04-21,45.81,2016,4,21,2,112,16,3,0,0,0
2016-04-22,45.17,2016,4,22,2,113,16,4,0,0,0
2016-04-25,45.4,2016,4,25,2,116,17,0,0,0,0
2016-04-26,44.72,2016,4,26,2,117,17,1,0,0,0
2016-04-27,46.01,2016,4,27,2,118,17,2,0,0,0
2016-04-28,46.73,2016,4,28,2,119,17,3,0,0,0
2016-04-29,47.77,2016,4,29,2,120,17,4,0,0,0
2016-05-02,46.84,2016,5,2,2,123,18,0,0,0,0
2016-05-03,46.23,2016,5,3,2,124,18,1,0,0,0
2016-05-04,44.96,2016,5,4,2,125,18,2,0,0,0
2016-05-05,45.26,2016,5,5,2,126,18,3,0,0,0
2016-05-06,44.53,2016,5,6,2,127,18,4,0,0,0
2016-05-09,45.97,2016,5,9,2,130,19,0,0,0,0
2016-05-10,43.79,2016,5,10,2,131,19,1,0,0,0
2016-05-11,45.32,2016,5,11,2,132,19,2,0,0,0
2016-05-12,47.54,2016,5,12,2,133,19,3,0,0,0
2016-05-13,47.81,2016,5,13,2,134,19,4,0,0,0
2016-05-16,48.46,2016,5,16,2,137,20,0,0,0,0
2016-05-17,49.26,2016,5,17,2,138,20,1,0,0,0
2016-05-18,49.39,2016,5,18,2,139,20,2,0,0,0
2016-05-19,48.1,2016,5,19,2,140,20,3,0,0,0
2016-05-20,49.28,2016,5,20,2,141,20,4,0,0,0
2016-05-23,48.55,2016,5,23,2,144,21,0,0,0,0
2016-05-24,48.14,2016,5,24,2,145,21,1,0,0,0
2016-05-25,49.17,2016,5,25,2,146,21,2,0,0,0
2016-05-26,50.08,2016,5,26,2,147,21,3,0,0,0
2016-05-27,49.76,2016,5,27,2,148,21,4,0,0,0
2016-05-30,49.7,2016,5,30,2,151,22,0,1,0,0
2016-05-31,50.24,2016,5,31,2,152,22,1,0,0,1
2016-06-01,49.51,2016,6,1,2,153,22,2,0,0,0
2016-06-02,49.82,2016,6,2,2,154,22,3,0,0,0
2016-06-03,50.03,2016,6,3,2,155,22,4,0,0,0
2016-06-06,50.05,2016,6,6,2,158,23,0,0,0,0
2016-06-07,50.46,2016,6,7,2,159,23,1,0,0,0
2016-06-08,51.52,2016,6,8,2,160,23,2,0,0,0
2016-06-09,52.71,2016,6,9,2,161,23,3,0,0,0
2016-06-10,51.54,2016,6,10,2,162,23,4,0,0,0
2016-06-13,50.03,2016,6,13,2,165,24,0,0,0,0
2016-06-14,49.89,2016,6,14,2,166,24,1,0,0,0
2016-06-15,49.12,2016,6,15,2,167,24,2,0,0,0
2016-06-16,48.61,2016,6,16,2,168,24,3,0,0,0
2016-06-17,47.76,2016,6,17,2,169,24,4,0,0,0
2016-06-20,49.57,2016,6,20,2,172,25,0,0,0,0
2016-06-21,50.38,2016,6,21,2,173,25,1,0,0,0
2016-06-22,50.91,2016,6,22,2,174,25,2,0,0,0
2016-06-23,50.12,2016,6,23,2,175,25,3,0,0,0
2016-06-24,47.71,2016,6,24,2,176,25,4,0,0,0
2016-06-27,48.95,2016,6,27,2,179,26,0,0,0,0
2016-06-28,47.94,2016,6,28,2,180,26,1,0,0,0
2016-06-29,49.44,2016,6,29,2,181,26,2,0,0,0
2016-06-30,50.73,2016,6,30,2,182,26,3,0,0,0
2016-07-01,50.02,2016,7,1,3,183,26,4,0,0,0
2016-07-04,50.41,2016,7,4,3,186,27,0,1,0,0
2016-07-05,49.56,2016,7,5,3,187,27,1,0,0,1
2016-07-06,47.92,2016,7,6,3,188,27,2,0,0,0
2016-07-07,49.05,2016,7,7,3,189,27,3,0,0,0
2016-07-08,46.86,2016,7,8,3,190,27,4,0,0,0
2016-07-11,46.53,2016,7,11,3,193,28,0,0,0,0
2016-07-12,46.25,2016,7,12,3,194,28,1,0,0,0
2016-07-13,47.89,2016,7,13,3,195,28,2,0,0,0
2016-07-14,46.78,2016,7,14,3,196,28,3,0,0,0
2016-07-15,47.07,2016,7,15,3,197,28,4,0,0,0
2016-07-18,47.86,2016,7,18,3,200,29,0,0,0,0
2016-07-19,46.83,2016,7,19,3,201,29,1,0,0,0
2016-07-20,46.77,2016,7,20,3,202,29,2,0,0,0
2016-07-21,47.38,2016,7,21,3,203,29,3,0,0,0
2016-07-22,46.28,2016,7,22,3,204,29,4,0,0,0
2016-07-25,45.7,2016,7,25,3,207,30,0,0,0,0
2016-07-26,45.27,2016,7,26,3,208,30,1,0,0,0
2016-07-27,45.17,2016,7,27,3,209,30,2,0,0,0
2016-07-28,44.01,2016,7,28,3,210,30,3,0,0,0
2016-07-29,43.16,2016,7,29,3,211,30,4,0,0,0
2016-08-01,43.71,2016,8,1,3,214,31,0,0,0,0
2016-08-02,42.29,2016,8,2,3,215,31,1,0,0,0
2016-08-03,41.88,2016,8,3,3,216,31,2,0,0,0
2016-08-04,43.29,2016,8,4,3,217,31,3,0,0,0
2016-08-05,43.89,2016,8,5,3,218,31,4,0,0,0
2016-08-08,44.44,2016,8,8,3,221,32,0,0,0,0
